phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
9420354,https://allegro.5390490582394823.cfd/,http://www.phishtank.com/phish_detail.php?phish_id=9420354,2026-05-09T15:20:41+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
9420353,http://allegro.5390490582394823.cfd/,http://www.phishtank.com/phish_detail.php?phish_id=9420353,2026-05-09T15:20:40+00:00,yes,2026-05-09T15:32:35+00:00,yes,Allegro
9420315,http://allegrolokalnie.pl5829462.lat/oferta/playstation-5-pro-zestaw-komplet,http://www.phishtank.com/phish_detail.php?phish_id=9420315,2026-05-09T14:26:13+00:00,yes,2026-05-09T14:32:17+00:00,yes,Allegro
9420310,http://www.allegro.126325g2.sbs,http://www.phishtank.com/phish_detail.php?phish_id=9420310,2026-05-09T14:03:08+00:00,yes,2026-05-09T14:12:41+00:00,yes,Allegro
9420309,https://allegrolokalnie.pl-ogloszenie5989223537.click,http://www.phishtank.com/phish_detail.php?phish_id=9420309,2026-05-09T13:35:31+00:00,yes,2026-05-09T13:42:33+00:00,yes,Allegro
9420308,https://metrocastcommunicationmailadminserviceees0110.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420308,2026-05-09T13:24:50+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420307,https://jade--hs-de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420307,2026-05-09T13:24:46+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420306,https://securexfinityemail111.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420306,2026-05-09T13:24:42+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420305,https://site-414hcwai8.godaddysites.com/gmx-freemail,http://www.phishtank.com/phish_detail.php?phish_id=9420305,2026-05-09T13:24:37+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420304,https://etimbra.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420304,2026-05-09T13:24:33+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420303,https://mmsnverificationserver.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420303,2026-05-09T13:24:29+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420302,https://incorreectcsefcuu.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420302,2026-05-09T13:24:24+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420301,https://dzne---de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420301,2026-05-09T13:24:20+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420300,https://chime549.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420300,2026-05-09T13:24:15+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420299,https://spaceracksinc.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420299,2026-05-09T13:24:11+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420298,https://cvrnail.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420298,2026-05-09T13:24:08+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420297,https://email-m1cr0s07tbtc0nn3ect.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=9420297,2026-05-09T13:24:05+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420296,https://admin-webporter-jp.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420296,2026-05-09T13:23:59+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420295,https://identifiez-vous9910.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420295,2026-05-09T13:23:53+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420294,https://fgxscvx.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420294,2026-05-09T13:23:50+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420293,https://web-mail-89201.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420293,2026-05-09T13:23:46+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420292,https://hgcsefcujhuwebonlimnet.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420292,2026-05-09T13:23:42+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420291,https://tiscaliczcustomerservice131.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420291,2026-05-09T13:23:38+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420290,https://safrwstwoeufnri.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420290,2026-05-09T13:23:34+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420289,https://newsbwebmail.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420289,2026-05-09T13:23:30+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420288,https://1highpointschool-mx.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420288,2026-05-09T13:23:27+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420286,https://server-maintenance505.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420286,2026-05-09T13:23:23+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420285,https://microsoft761login.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420285,2026-05-09T13:23:19+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420284,https://smmp-de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420284,2026-05-09T13:23:16+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420283,https://wedpokekmeol.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420283,2026-05-09T13:23:12+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420282,https://ya0poaiu-0a9.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420282,2026-05-09T13:23:09+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420281,https://ul60ezvizj2.wixsite.com/my-site-1,http://www.phishtank.com/phish_detail.php?phish_id=9420281,2026-05-09T13:23:03+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420280,https://highpointschool-mx.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420280,2026-05-09T13:23:00+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420279,https://mobilebtcomms5232996253588077.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420279,2026-05-09T13:22:56+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420278,https://weaiepepolmi.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420278,2026-05-09T13:22:53+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420277,https://servicedassistance.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420277,2026-05-09T13:22:49+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420276,https://hsaugsburg--de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420276,2026-05-09T13:22:45+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420275,https://xfv0ice.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420275,2026-05-09T13:22:41+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420274,http://allegrolokalnie.pl-82326374.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9420274,2026-05-09T13:22:37+00:00,yes,2026-05-09T13:32:36+00:00,yes,Allegro
9420273,https://collinsccuonlinebankverify.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420273,2026-05-09T13:22:36+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420272,https://site-pzo0jx2pq.godaddysites.com/log-sign-in,http://www.phishtank.com/phish_detail.php?phish_id=9420272,2026-05-09T13:22:32+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420271,https://eastmancuonh0ld.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420271,2026-05-09T13:22:28+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420270,https://din-de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420270,2026-05-09T13:22:25+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420269,https://hmt-leipzig-de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420269,2026-05-09T13:22:21+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420268,https://nmyrwpolimnb.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420268,2026-05-09T13:22:15+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420267,https://jghfcgfdxjdgxfhgfcjvcjgvyfdtddtuduk.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420267,2026-05-09T13:22:11+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420266,https://bndbbcgdgdrecvdf.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420266,2026-05-09T13:22:08+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420265,https://gelsenkirchen---de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420265,2026-05-09T13:22:04+00:00,yes,2026-05-09T13:32:36+00:00,yes,Other
9420264,https://weverwlseoppn.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420264,2026-05-09T13:22:00+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420263,https://telstraolus54.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420263,2026-05-09T13:21:57+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420262,https://dddefefefe.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420262,2026-05-09T13:21:53+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420261,https://rerunmnail.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420261,2026-05-09T13:21:50+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420260,https://websettings101.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420260,2026-05-09T13:21:46+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420259,https://lxnmnail.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420259,2026-05-09T13:21:43+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420258,https://uniglobalaccountsupportty.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420258,2026-05-09T13:21:39+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420257,https://webmail-orccon-net-nz.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420257,2026-05-09T13:21:34+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420256,https://frsnail.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420256,2026-05-09T13:21:29+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420255,https://microsoftspain.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420255,2026-05-09T13:21:24+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420254,https://klnfenglrggglkjg.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420254,2026-05-09T13:21:19+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420253,https://li-hamburg-de.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420253,2026-05-09T13:21:09+00:00,yes,2026-05-09T13:32:37+00:00,yes,Other
9420249,https://kifofjfjeio488dzedeuihui48.cfolks.pl/at/vx/,http://www.phishtank.com/phish_detail.php?phish_id=9420249,2026-05-09T13:17:32+00:00,yes,2026-05-09T13:22:36+00:00,yes,Other
9420248,http://kifofjfjeio488dzedeuihui48.cfolks.pl/at/vx/,http://www.phishtank.com/phish_detail.php?phish_id=9420248,2026-05-09T13:17:31+00:00,yes,2026-05-09T13:22:36+00:00,yes,Other
9420245,https://jp.786luej1u.baby/art,http://www.phishtank.com/phish_detail.php?phish_id=9420245,2026-05-09T12:59:21+00:00,yes,2026-05-09T13:12:22+00:00,yes,Other
9420244,https://jp.dkhtvdcfx.baby/art,http://www.phishtank.com/phish_detail.php?phish_id=9420244,2026-05-09T12:59:15+00:00,yes,2026-05-09T13:12:22+00:00,yes,Other
9420242,https://acces-protege.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420242,2026-05-09T12:55:44+00:00,yes,2026-05-09T13:12:22+00:00,yes,Other
9420241,https://www.acces-protege.com/,http://www.phishtank.com/phish_detail.php?phish_id=9420241,2026-05-09T12:55:36+00:00,yes,2026-05-09T13:12:22+00:00,yes,Other
9420233,https://app-suittrez.wixstudio.com/eng-us,http://www.phishtank.com/phish_detail.php?phish_id=9420233,2026-05-09T12:48:10+00:00,yes,2026-05-09T12:52:27+00:00,yes,Other
